time,indices,devices,datum,types,methods,units
"2024-07-12 09:27:32",power.mem_watts,node.spdr01,7,,,
"2024-07-12 09:27:32",system.process_count,node.spdr01,675,,,
"2024-07-12 09:37:37",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 09:37:37",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 09:37:37",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 09:37:37",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 09:37:37",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 09:37:37",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 09:37:37",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 09:37:37",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 09:37:37",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 09:37:37",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 09:37:37",power.node_watts,node.spdr01,136,,,
"2024-07-12 09:37:37",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 09:37:37",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 09:37:37",power.mem_watts,node.spdr01,7,,,
"2024-07-12 09:37:37",system.process_count,node.spdr01,675,,,
"2024-07-12 09:47:10",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 09:47:10",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 09:47:10",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 09:47:10",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 09:47:10",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 09:47:10",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 09:47:10",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 09:47:10",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 09:47:10",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 09:47:10",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 09:47:10",power.node_watts,node.spdr01,136,,,
"2024-07-12 09:47:10",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 09:47:10",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 09:47:10",power.mem_watts,node.spdr01,7,,,
"2024-07-12 09:47:10",system.process_count,node.spdr01,675,,,
"2024-07-12 09:57:39",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 09:57:39",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 09:57:39",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 09:57:39",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 09:57:39",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 09:57:39",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 09:57:39",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 09:57:39",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 09:57:39",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 09:57:39",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 09:57:39",power.node_watts,node.spdr01,136,,,
"2024-07-12 09:57:39",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 09:57:39",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 09:57:39",power.mem_watts,node.spdr01,7,,,
"2024-07-12 09:57:39",system.process_count,node.spdr01,675,,,
"2024-07-12 10:08:07",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 10:08:07",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 10:08:07",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 10:08:07",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 10:08:07",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 10:08:07",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 10:08:07",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 10:08:07",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 10:08:07",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 10:08:07",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 10:08:07",power.node_watts,node.spdr01,136,,,
"2024-07-12 10:08:07",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 10:08:07",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 10:08:07",power.mem_watts,node.spdr01,7,,,
"2024-07-12 10:08:07",system.process_count,node.spdr01,675,,,
"2024-07-12 10:18:02",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 10:18:02",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 10:18:02",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 10:18:02",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 10:18:02",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 10:18:02",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 10:18:02",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 10:18:02",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 10:18:02",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 10:18:02",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 10:18:02",power.node_watts,node.spdr01,136,,,
"2024-07-12 10:18:02",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 10:18:02",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 10:18:02",power.mem_watts,node.spdr01,7,,,
"2024-07-12 10:18:02",system.process_count,node.spdr01,675,,,
"2024-07-12 10:28:18",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 10:28:18",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 10:28:18",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 10:28:18",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 10:28:18",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 10:28:18",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 10:28:18",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 10:28:18",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 10:28:18",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 10:28:18",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 10:28:18",power.node_watts,node.spdr01,136,,,
"2024-07-12 10:28:18",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 10:28:18",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 10:28:18",power.mem_watts,node.spdr01,7,,,
"2024-07-12 10:28:18",system.process_count,node.spdr01,675,,,
"2024-07-12 10:38:10",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 10:38:10",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 10:38:10",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 10:38:10",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 10:38:10",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 10:38:10",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 10:38:10",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 10:38:10",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 10:38:10",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 10:38:10",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 10:38:10",power.node_watts,node.spdr01,136,,,
"2024-07-12 10:38:10",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 10:38:10",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 10:38:10",power.mem_watts,node.spdr01,7,,,
"2024-07-12 10:38:10",system.process_count,node.spdr01,675,,,
"2024-07-12 10:48:09",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 10:48:09",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 10:48:09",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 10:48:09",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 10:48:09",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 10:48:09",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 10:48:09",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 10:48:09",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 10:48:09",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 10:48:09",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 10:48:09",power.node_watts,node.spdr01,136,,,
"2024-07-12 10:48:09",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 10:48:09",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 10:48:09",power.mem_watts,node.spdr01,7,,,
"2024-07-12 10:48:09",system.process_count,node.spdr01,675,,,
"2024-07-12 10:58:13",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 10:58:13",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 10:58:13",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 10:58:13",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 10:58:13",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 10:58:13",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 10:58:13",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 10:58:13",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 10:58:13",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 10:58:13",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 10:58:13",power.node_watts,node.spdr01,136,,,
"2024-07-12 10:58:13",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 10:58:13",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 10:58:13",power.mem_watts,node.spdr01,7,,,
"2024-07-12 10:58:13",system.process_count,node.spdr01,675,,,
"2024-07-12 11:08:03",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 11:08:03",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 11:08:03",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 11:08:03",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 11:08:03",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 11:08:03",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 11:08:03",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 11:08:03",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 11:08:03",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 11:08:03",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 11:08:03",power.node_watts,node.spdr01,136,,,
"2024-07-12 11:08:03",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 11:08:03",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 11:08:03",power.mem_watts,node.spdr01,7,,,
"2024-07-12 11:08:03",system.process_count,node.spdr01,675,,,
"2024-07-12 11:17:44",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 11:17:44",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 11:17:44",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 11:17:44",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 11:17:44",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 11:17:44",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 11:17:44",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 11:17:44",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 11:17:44",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 11:17:44",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 11:17:44",power.node_watts,node.spdr01,136,,,
"2024-07-12 11:17:44",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 11:17:44",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 11:17:44",power.mem_watts,node.spdr01,7,,,
"2024-07-12 11:17:44",system.process_count,node.spdr01,675,,,
"2024-07-12 11:28:14",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 11:28:14",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 11:28:14",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 11:28:14",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 11:28:14",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 11:28:14",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 11:28:14",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 11:28:14",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 11:28:14",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 11:28:14",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 11:28:14",power.node_watts,node.spdr01,136,,,
"2024-07-12 11:28:14",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 11:28:14",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 11:28:14",power.mem_watts,node.spdr01,7,,,
"2024-07-12 11:28:14",system.process_count,node.spdr01,675,,,
"2024-07-12 11:38:16",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 11:38:16",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 11:38:16",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 11:38:16",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 11:38:16",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 11:38:16",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 11:38:16",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 11:38:16",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 11:38:16",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 11:38:16",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 11:38:16",power.node_watts,node.spdr01,136,,,
"2024-07-12 11:38:16",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 11:38:16",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 11:38:16",power.mem_watts,node.spdr01,7,,,
"2024-07-12 11:38:16",system.process_count,node.spdr01,675,,,
"2024-07-12 11:49:25",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 11:49:25",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 11:49:25",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 11:49:25",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 11:49:25",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 11:49:25",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 11:49:25",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 11:49:25",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 11:49:25",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 11:49:25",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 11:49:25",power.node_watts,node.spdr01,136,,,
"2024-07-12 11:49:25",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 11:49:25",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 11:49:25",power.mem_watts,node.spdr01,7,,,
"2024-07-12 11:49:25",system.process_count,node.spdr01,675,,,
"2024-07-12 11:59:20",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 11:59:20",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 11:59:20",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 11:59:20",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 11:59:20",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 11:59:20",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 11:59:20",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 11:59:20",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 11:59:20",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 11:59:20",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 11:59:20",power.node_watts,node.spdr01,136,,,
"2024-07-12 11:59:20",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 11:59:20",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 11:59:20",power.mem_watts,node.spdr01,7,,,
"2024-07-12 11:59:20",system.process_count,node.spdr01,675,,,
"2024-07-12 12:09:16",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 12:09:16",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 12:09:16",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 12:09:16",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 12:09:16",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 12:09:16",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 12:09:16",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 12:09:16",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 12:09:16",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 12:09:16",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 12:09:16",power.node_watts,node.spdr01,136,,,
"2024-07-12 12:09:16",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 12:09:16",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 12:09:16",power.mem_watts,node.spdr01,7,,,
"2024-07-12 12:09:16",system.process_count,node.spdr01,675,,,
"2024-07-12 12:18:46",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 12:18:46",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 12:18:46",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 12:18:46",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 12:18:46",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 12:18:46",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 12:18:46",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 12:18:46",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 12:18:46",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 12:18:46",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 12:18:46",power.node_watts,node.spdr01,136,,,
"2024-07-12 12:18:46",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 12:18:46",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 12:18:46",power.mem_watts,node.spdr01,7,,,
"2024-07-12 12:18:46",system.process_count,node.spdr01,675,,,
"2024-07-12 12:28:19",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 12:28:19",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 12:28:19",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 12:28:19",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 12:28:19",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 12:28:19",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 12:28:19",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 12:28:19",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 12:28:19",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 12:28:19",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 12:28:19",power.node_watts,node.spdr01,136,,,
"2024-07-12 12:28:19",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 12:28:19",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 12:28:19",power.mem_watts,node.spdr01,7,,,
"2024-07-12 12:28:19",system.process_count,node.spdr01,675,,,
"2024-07-12 12:38:15",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 12:38:15",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 12:38:15",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 12:38:15",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 12:38:15",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 12:38:15",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 12:38:15",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 12:38:15",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 12:38:15",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 12:38:15",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 12:38:15",power.node_watts,node.spdr01,136,,,
"2024-07-12 12:38:15",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 12:38:15",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 12:38:15",power.mem_watts,node.spdr01,7,,,
"2024-07-12 12:38:15",system.process_count,node.spdr01,675,,,
"2024-07-12 12:48:34",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 12:48:34",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 12:48:34",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 12:48:34",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 12:48:34",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 12:48:34",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 12:48:34",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 12:48:34",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 12:48:34",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 12:48:34",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 12:48:34",power.node_watts,node.spdr01,136,,,
"2024-07-12 12:48:34",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 12:48:34",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 12:48:34",power.mem_watts,node.spdr01,7,,,
"2024-07-12 12:48:34",system.process_count,node.spdr01,675,,,
"2024-07-12 12:58:59",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 12:58:59",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 12:58:59",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 12:58:59",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 12:58:59",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 12:58:59",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 12:58:59",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 12:58:59",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 12:58:59",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 12:58:59",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 12:58:59",power.node_watts,node.spdr01,136,,,
"2024-07-12 12:58:59",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 12:58:59",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 12:58:59",power.mem_watts,node.spdr01,7,,,
"2024-07-12 12:58:59",system.process_count,node.spdr01,675,,,
"2024-07-12 13:08:48",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 13:08:48",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 13:08:48",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 13:08:48",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 13:08:48",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 13:08:48",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 13:08:48",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 13:08:48",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 13:08:48",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 13:08:48",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 13:08:48",power.node_watts,node.spdr01,136,,,
"2024-07-12 13:08:48",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 13:08:48",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 13:08:48",power.mem_watts,node.spdr01,7,,,
"2024-07-12 13:08:48",system.process_count,node.spdr01,675,,,
"2024-07-12 13:18:21",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 13:18:21",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 13:18:21",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 13:18:21",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 13:18:21",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 13:18:21",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 13:18:21",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 13:18:21",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 13:18:21",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 13:18:21",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 13:18:21",power.node_watts,node.spdr01,136,,,
"2024-07-12 13:18:21",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 13:18:21",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 13:18:21",power.mem_watts,node.spdr01,7,,,
"2024-07-12 13:18:21",system.process_count,node.spdr01,675,,,
"2024-07-12 13:28:27",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 13:28:27",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 13:28:27",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 13:28:27",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 13:28:27",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 13:28:27",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 13:28:27",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 13:28:27",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 13:28:27",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 13:28:27",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 13:28:27",power.node_watts,node.spdr01,136,,,
"2024-07-12 13:28:27",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 13:28:27",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 13:28:27",power.mem_watts,node.spdr01,7,,,
"2024-07-12 13:28:27",system.process_count,node.spdr01,675,,,
"2024-07-12 13:38:57",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 13:38:57",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 13:38:57",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 13:38:57",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 13:38:57",cpu.load_1,node.spdr01,14.0,,,
"2024-07-12 13:38:57",cpu.load_5,node.spdr01,39.61,,,
"2024-07-12 13:38:57",cpu.load_15,node.spdr01,47.04,,,
"2024-07-12 13:38:57",temperature.exit_air_temp,node.spdr01,40.0,,,
"2024-07-12 13:38:57",network.send_bytes[en0],node.spdr01,2089344766157,,,
"2024-07-12 13:38:57",network.recv_bytes[en0],node.spdr01,414705804013,,,
"2024-07-12 13:38:57",power.node_watts,node.spdr01,136,,,
"2024-07-12 13:38:57",power.chassis_watts,node.spdr01,135,,,
"2024-07-12 13:38:57",power.cpu_watts,node.spdr01,50,,,
"2024-07-12 13:38:57",power.mem_watts,node.spdr01,7,,,
"2024-07-12 13:38:57",system.process_count,node.spdr01,675,,,
"2024-07-12 13:48:50",cpu.user_percent,node.spdr01,0.2,,,
"2024-07-12 13:48:50",cpu.system_percent,node.spdr01,0.5,,,
"2024-07-12 13:48:50",cpu.idle_percent,node.spdr01,99.3,,,
"2024-07-12 13:48:50",cpu.usage_percent,node.spdr01,0.7,,,
"2024-07-12 13:48:50",cpu.load_1,node.spdr01,14.0,,,
